"id","date","type"
"60",2014-04-01 12:55:08,"62324754"
"61",2014-04-01 12:55:08,"62324754"
"62",2014-04-01 12:55:09,"62324754"
"63",2014-04-01 12:55:09,"62324754"
"64",2014-04-01 12:55:09,"62324754"
"65",2014-04-01 12:55:09,"62324754"
"66",2014-04-01 12:55:09,"62324754"
"67",2014-04-01 12:55:10,"62324754"
"68",2014-04-01 12:55:10,"62324756"
"69",2014-04-01 12:55:10,"62324754"
"70",2014-04-01 12:55:10,"62324754"
"71",2014-04-01 12:55:10,"62324754"
"72",2014-04-01 12:55:10,"62324754"
"73",2014-04-01 12:55:11,"62324754"
"74",2014-04-01 12:55:11,"62324754"
"75",2014-04-01 12:55:11,"62324754"
"76",2014-04-01 12:55:12,"62324754"
"77",2014-04-01 12:55:12,"62324754"
"78",2014-04-01 12:55:12,"62324754"
"79",2014-04-01 12:55:12,"62324754"
"80",2014-04-01 12:55:12,"62324754"
"81",2014-04-01 12:55:14,"62324757"
"82",2014-04-01 12:55:16,"62324757"
"83",2014-04-01 12:55:25,"62324755"
"84",2014-04-01 12:55:25,"62324755"
"85",2014-04-01 12:55:25,"62324755"
"86",2014-04-01 12:55:25,"62324755"
"87",2014-04-01 12:55:25,"62324755"
"88",2014-04-01 12:55:26,"62324755"
"89",2014-04-01 12:55:26,"62324755"
"90",2014-04-01 12:55:26,"62324755"
"91",2014-04-01 12:55:28,"62324755"
"92",2014-04-01 12:55:29,"62324755"
"93",2014-04-01 12:55:29,"62324755"
"94",2014-04-01 12:55:37,"62324755"
"95",2014-04-01 12:55:37,"62324755"
"96",2014-04-01 12:55:37,"62324755"
"97",2014-04-01 12:55:37,"62324755"
"98",2014-04-01 12:55:37,"62324755"
"99",2014-04-01 12:55:38,"62324755"
"100",2014-04-01 12:55:38,"62324755"
"101",2014-04-01 13:02:53,"62324754"
"102",2014-04-01 13:05:47,"62324755"
"103",2014-04-01 13:14:08,"62324756"
"104",2014-04-01 13:14:08,"62324754"
"105",2014-04-01 13:14:08,"62324754"
"106",2014-04-01 13:14:08,"62324754"
"107",2014-04-01 13:14:08,"62324754"
"108",2014-04-01 13:14:08,"62324754"
"109",2014-04-01 13:14:09,"62324754"
"110",2014-04-01 13:14:09,"62324754"
"111",2014-04-01 13:14:09,"62324754"
"112",2014-04-01 13:14:09,"62324754"
"113",2014-04-01 13:14:09,"62324754"
"114",2014-04-01 13:14:09,"62324754"
"115",2014-04-01 13:14:10,"62324754"
"116",2014-04-01 13:14:10,"62324754"
"117",2014-04-01 13:14:10,"62324754"
"118",2014-04-01 13:14:11,"62324754"
"119",2014-04-01 13:14:11,"62324754"
"120",2014-04-01 13:14:11,"62324754"
"121",2014-04-01 13:14:11,"62324756"
"122",2014-04-01 13:14:11,"62324754"
"123",2014-04-01 13:14:11,"62324754"
"124",2014-04-01 13:14:11,"62324754"
"125",2014-04-01 13:14:11,"62324754"
"126",2014-04-01 13:14:12,"62324754"
"127",2014-04-01 13:14:12,"62324754"
"128",2014-04-01 13:14:12,"62324754"
"129",2014-04-01 13:14:13,"62324754"
"130",2014-04-01 13:14:13,"62324754"
"131",2014-04-01 13:14:13,"62324754"
"132",2014-04-01 13:14:13,"62324754"
"133",2014-04-01 13:14:20,"62324757"
"134",2014-04-01 13:14:22,"62324754"
"135",2014-04-01 13:14:22,"62324757"
"136",2014-04-01 13:14:38,"62324755"
"137",2014-04-01 13:14:38,"62324755"
"138",2014-04-01 13:14:39,"62324755"
"139",2014-04-01 13:14:39,"62324755"
"140",2014-04-01 13:14:39,"62324755"
"141",2014-04-01 13:14:40,"62324755"
"142",2014-04-01 13:14:40,"62324755"
"143",2014-04-01 13:14:40,"62324755"
"144",2014-04-01 13:14:40,"62324755"
"145",2014-04-01 13:14:41,"62324755"
"146",2014-04-01 13:14:41,"62324755"
"147",2014-04-01 13:14:41,"62324755"
"148",2014-04-01 13:14:41,"62324755"
"149",2014-04-01 13:14:41,"62324755"
"150",2014-04-01 13:14:41,"62324755"
"151",2014-04-01 13:14:42,"62324755"
"152",2014-04-01 13:14:42,"62324755"
"153",2014-04-01 13:15:58,"62324755"
"154",2014-04-01 13:27:21,"62324754"
"155",2014-04-01 13:30:15,"62324755"
"156",2014-04-01 13:42:32,"1116676"
"157",2014-04-01 13:42:32,"1116676"
"158",2014-04-01 13:42:32,"1116676"
"159",2014-04-01 13:42:32,"1116676"
"160",2014-04-01 13:50:48,"62324754"
"161",2014-04-01 13:52:50,"62324754"
"162",2014-04-01 13:53:42,"62324755"
"163",2014-04-01 13:55:45,"62324755"
"164",2014-04-01 14:03:35,"62324754"
"165",2014-04-01 14:06:29,"62324755"
"166",2014-04-01 14:11:54,"62324754"
"167",2014-04-01 14:14:48,"62324755"
"168",2014-04-01 14:35:06,"62324754"
"169",2014-04-01 14:37:09,"62324754"
"170",2014-04-01 14:38:00,"62324755"
"171",2014-04-01 14:40:01,"62324755"
"172",2014-04-01 15:27:12,"62324756"
"173",2014-04-01 15:27:12,"62324754"
"174",2014-04-01 15:27:12,"62324754"
"175",2014-04-01 15:27:12,"62324754"
"176",2014-04-01 15:27:13,"62324754"
"177",2014-04-01 15:27:13,"62324754"
"178",2014-04-01 15:27:13,"62324754"
"179",2014-04-01 15:27:13,"62324754"
"180",2014-04-01 15:27:13,"62324754"
"181",2014-04-01 15:27:13,"62324754"
"182",2014-04-01 15:27:13,"62324754"
"183",2014-04-01 15:27:13,"62324754"
"184",2014-04-01 15:27:14,"62324754"
"185",2014-04-01 15:27:14,"62324754"
"186",2014-04-01 15:27:14,"62324754"
"187",2014-04-01 15:27:14,"62324754"
"188",2014-04-01 15:27:14,"62324754"
"189",2014-04-01 15:27:15,"62324756"
"190",2014-04-01 15:27:15,"62324754"
"191",2014-04-01 15:27:15,"62324754"
"192",2014-04-01 15:27:15,"62324754"
"193",2014-04-01 15:27:15,"62324754"
"194",2014-04-01 15:27:15,"62324754"
"195",2014-04-01 15:27:16,"62324754"
"196",2014-04-01 15:27:16,"62324754"
"197",2014-04-01 15:27:16,"62324754"
"198",2014-04-01 15:27:16,"62324754"
"199",2014-04-01 15:27:16,"62324754"
"200",2014-04-01 15:27:17,"62324754"
"201",2014-04-01 15:27:17,"62324754"
"202",2014-04-01 15:27:17,"62324754"
"203",2014-04-01 15:27:17,"62324754"
"204",2014-04-01 15:27:18,"62324754"
"205",2014-04-01 15:27:19,"62324757"
"206",2014-04-01 15:27:21,"62324757"
"207",2014-04-01 15:27:26,"62324755"
"208",2014-04-01 15:27:27,"62324755"
"209",2014-04-01 15:27:27,"62324755"
"210",2014-04-01 15:27:28,"62324755"
"211",2014-04-01 15:27:28,"62324755"
"212",2014-04-01 15:27:28,"62324755"
"213",2014-04-01 15:27:28,"62324755"
"214",2014-04-01 15:27:29,"62324755"
"215",2014-04-01 15:27:29,"62324755"
"216",2014-04-01 15:27:29,"62324755"
"217",2014-04-01 15:27:30,"62324755"
"218",2014-04-01 15:27:30,"62324755"
"219",2014-04-01 15:27:30,"62324755"
"220",2014-04-01 15:27:31,"62324755"
"221",2014-04-01 15:27:31,"62324755"
"222",2014-04-01 15:27:31,"62324755"
"223",2014-04-01 15:27:31,"62324755"
"224",2014-04-01 15:27:42,"62324755"
"225",2014-04-01 15:43:16,"62324756"
"226",2014-04-01 15:43:16,"62324754"
"227",2014-04-01 15:43:16,"62324754"
"228",2014-04-01 15:43:16,"62324754"
"229",2014-04-01 15:43:16,"62324754"
"230",2014-04-01 15:43:17,"62324754"
"231",2014-04-01 15:43:17,"62324754"
"232",2014-04-01 15:43:17,"62324754"
"233",2014-04-01 15:43:17,"62324754"
"234",2014-04-01 15:43:17,"62324754"
"235",2014-04-01 15:43:17,"62324754"
"236",2014-04-01 15:43:17,"62324754"
"237",2014-04-01 15:43:17,"62324754"
"238",2014-04-01 15:43:17,"62324754"
"239",2014-04-01 15:43:18,"62324754"
"240",2014-04-01 15:43:18,"62324754"
"241",2014-04-01 15:43:18,"62324754"
"242",2014-04-01 15:43:18,"62324756"
"243",2014-04-01 15:43:18,"62324754"
"244",2014-04-01 15:43:18,"62324754"
"245",2014-04-01 15:43:18,"62324754"
"246",2014-04-01 15:43:18,"62324754"
"247",2014-04-01 15:43:19,"62324754"
"248",2014-04-01 15:43:19,"62324754"
"249",2014-04-01 15:43:19,"62324754"
"250",2014-04-01 15:43:20,"62324754"
"251",2014-04-01 15:43:20,"62324754"
"252",2014-04-01 15:43:21,"62324754"
"253",2014-04-01 15:43:21,"62324754"
"254",2014-04-01 15:43:21,"62324754"
"255",2014-04-01 15:43:22,"62324757"
"256",2014-04-01 15:43:25,"62324757"
"257",2014-04-01 15:43:29,"62324755"
"258",2014-04-01 15:43:29,"62324755"
"259",2014-04-01 15:43:30,"62324755"
"260",2014-04-01 15:43:30,"62324755"
"261",2014-04-01 15:43:30,"62324755"
"262",2014-04-01 15:43:31,"62324755"
"263",2014-04-01 15:43:31,"62324755"
"264",2014-04-01 15:43:31,"62324755"
"265",2014-04-01 15:43:31,"62324755"
"266",2014-04-01 15:43:31,"62324755"
"267",2014-04-01 15:43:32,"62324755"
"268",2014-04-01 15:43:32,"62324755"
"269",2014-04-01 15:43:32,"62324755"
"270",2014-04-01 15:43:33,"62324755"
"271",2014-04-01 15:43:33,"62324755"
"272",2014-04-01 15:43:33,"62324755"
"273",2014-04-01 15:43:33,"62324755"
"274",2014-04-01 15:43:34,"62324755"
"275",2014-04-01 16:12:45,"62324755"
"276",2014-04-01 16:12:46,"62324755"
"277",2014-04-01 16:21:47,"62324755"
"278",2014-04-01 16:21:51,"62324755"
"279",2014-04-01 17:04:21,"62324754"
"280",2014-04-01 17:07:15,"62324755"
"281",2014-04-01 17:08:21,"62324754"
"282",2014-04-01 17:11:15,"62324755"
"283",2014-04-01 17:21:32,"62324754"
"284",2014-04-01 17:24:23,"62324754"
"285",2014-04-01 17:24:26,"62324755"
"286",2014-04-01 17:27:17,"62324755"
"287",2014-04-01 18:39:41,"62324754"
"288",2014-04-01 18:42:06,"62324754"
"289",2014-04-01 18:42:35,"62324755"
"290",2014-04-01 18:45:00,"62324755"
"291",2014-04-01 19:33:29,"62324754"
"292",2014-04-01 19:36:23,"62324755"
"293",2014-04-01 21:48:22,"62324754"
"294",2014-04-01 21:51:16,"62324755"
"295",2014-04-01 22:11:04,"62324754"
"296",2014-04-01 22:13:58,"62324755"
"297",2014-04-01 22:35:27,"62324754"
"298",2014-04-01 22:38:21,"62324755"
"299",2014-04-01 23:06:39,"62324754"
"301",2014-04-02 01:14:44,"62324754"
"302",2014-04-02 01:17:38,"62324755"
"303",2014-04-02 01:43:19,"62324754"
"304",2014-04-02 01:44:00,"62324754"
"305",2014-04-02 01:46:11,"62324754"
"306",2014-04-02 01:46:13,"62324755"
"307",2014-04-02 01:46:54,"62324755"
"308",2014-04-02 01:49:05,"62324755"
"309",2014-04-02 01:51:47,"62324754"
"310",2014-04-02 01:54:42,"62324755"
"311",2014-04-02 03:23:45,"62324754"
"312",2014-04-02 03:26:17,"62324754"
"313",2014-04-02 03:26:39,"62324755"
"314",2014-04-02 03:29:11,"62324755"
"315",2014-04-02 03:48:04,"62324754"
"316",2014-04-02 03:50:58,"62324755"
"317",2014-04-02 03:58:49,"62324754"
"318",2014-04-02 04:01:43,"62324755"
"319",2014-04-02 05:00:53,"62324754"
"320",2014-04-02 05:03:47,"62324755"
"321",2014-04-02 05:58:53,"62324754"
"322",2014-04-02 05:59:34,"62324754"
"323",2014-04-02 06:01:47,"62324755"
"324",2014-04-02 06:02:29,"62324755"
"325",2014-04-02 08:32:13,"62324754"
"326",2014-04-02 08:35:07,"62324755"
"327",2014-04-02 08:58:12,"62324754"
"328",2014-04-02 09:01:07,"62324755"
"329",2014-04-02 09:18:33,"62324754"
"330",2014-04-02 09:21:27,"62324755"
"331",2014-04-02 10:17:14,"62324754"
"332",2014-04-02 10:20:08,"62324755"
"333",2014-04-02 10:33:54,"62324754"
"334",2014-04-02 10:36:49,"62324755"
"335",2014-04-02 11:37:15,"62324754"
"336",2014-04-02 11:40:09,"62324755"
"337",2014-04-02 12:18:51,"62324754"
"338",2014-04-02 12:21:45,"62324755"
"339",2014-04-02 13:31:41,"62324754"
"340",2014-04-02 13:34:35,"62324755"
"341",2014-04-02 13:42:35,"1116675"
"342",2014-04-02 13:42:35,"1116675"
"343",2014-04-02 13:42:35,"1116675"
"344",2014-04-02 13:42:35,"1116675"
"345",2014-04-02 13:44:34,"62324754"
"346",2014-04-02 13:47:29,"62324755"
"347",2014-04-02 14:08:21,"62324754"
"348",2014-04-02 14:11:15,"62324755"
"349",2014-04-02 16:20:44,"62324754"
"350",2014-04-02 16:23:38,"62324755"
"351",2014-04-02 17:05:14,"62324755"
"352",2014-04-02 17:05:14,"62324755"
"353",2014-04-02 17:07:42,"62324755"
"354",2014-04-02 17:07:43,"62324755"
"355",2014-04-02 17:07:43,"62324755"
"356",2014-04-02 17:07:43,"62324755"
"357",2014-04-02 17:07:43,"62324755"
"358",2014-04-02 17:07:43,"62324755"
"359",2014-04-02 17:07:43,"62324755"
"360",2014-04-02 17:07:43,"62324755"
"361",2014-04-02 17:07:49,"62324755"
"362",2014-04-02 17:11:16,"62324754"
"363",2014-04-02 17:14:10,"62324755"
"364",2014-04-02 17:47:49,"62324754"
"365",2014-04-02 17:50:44,"62324755"
"366",2014-04-02 18:51:16,"62324754"
"367",2014-04-02 18:54:10,"62324755"
"368",2014-04-02 22:42:17,"62324754"
"369",2014-04-02 22:45:11,"62324755"
"371",2014-04-03 00:01:50,"62324754"
"372",2014-04-03 00:04:44,"62324755"
"373",2014-04-03 00:26:31,"62324754"
"374",2014-04-03 00:29:25,"62324755"
"375",2014-04-03 00:52:02,"62324754"
"376",2014-04-03 00:54:56,"62324755"
"377",2014-04-03 01:25:26,"62324754"
"378",2014-04-03 01:28:20,"62324755"
"379",2014-04-03 02:15:51,"62324754"
"380",2014-04-03 02:18:45,"62324755"
"381",2014-04-03 04:42:10,"62324754"
"382",2014-04-03 04:45:04,"62324755"
"383",2014-04-03 05:42:09,"62324754"
"384",2014-04-03 05:45:03,"62324755"
"385",2014-04-03 07:31:47,"62324754"
"386",2014-04-03 07:34:41,"62324755"
"387",2014-04-03 09:46:12,"62324754"
"388",2014-04-03 09:49:06,"62324755"
"389",2014-04-03 11:00:45,"62324754"
"390",2014-04-03 11:03:39,"62324755"
"391",2014-04-03 13:02:58,"62324754"
"392",2014-04-03 13:05:52,"62324755"
"393",2014-04-03 13:23:37,"1116675"
"394",2014-04-03 13:23:37,"1116675"
"395",2014-04-03 13:23:37,"1116675"
"396",2014-04-03 13:23:37,"1116675"
"397",2014-04-03 13:23:37,"1116675"
"398",2014-04-03 13:23:37,"1116675"
"399",2014-04-03 13:23:37,"1116675"
"400",2014-04-03 13:23:37,"1116675"
"401",2014-04-03 13:23:37,"1116675"
"402",2014-04-03 13:23:37,"1116675"
"403",2014-04-03 13:23:37,"1116675"
"404",2014-04-03 13:23:37,"1116675"
"405",2014-04-03 13:23:37,"1116675"
"406",2014-04-03 13:23:37,"1116675"
"407",2014-04-03 13:23:37,"1116675"
"408",2014-04-03 13:23:37,"1116675"
"409",2014-04-03 13:26:08,"1116675"
"410",2014-04-03 13:26:08,"1116675"
"411",2014-04-03 13:26:08,"1116675"
"412",2014-04-03 13:26:08,"1116675"
"413",2014-04-03 13:26:08,"1116675"
"414",2014-04-03 13:26:08,"1116675"
"415",2014-04-03 13:39:32,"2162726"
"416",2014-04-03 13:39:32,"2162726"
"417",2014-04-03 13:39:33,"8523812"
"418",2014-04-03 13:39:33,"8523849"
"419",2014-04-03 13:39:43,"2162726"
"420",2014-04-03 13:39:43,"8523803"
"421",2014-04-03 13:39:43,"8523870"
"422",2014-04-03 13:39:43,"2162726"
"423",2014-04-03 13:39:44,"8523816"
"424",2014-04-03 13:39:44,"8523849"
"425",2014-04-03 13:39:44,"8523866"
"426",2014-04-03 13:40:28,"8523803"
"427",2014-04-03 13:40:28,"8523870"
"428",2014-04-03 13:40:28,"2162726"
"429",2014-04-03 13:40:28,"2162726"
"430",2014-04-03 13:40:29,"8523816"
"431",2014-04-03 13:40:29,"8523849"
"432",2014-04-03 13:40:29,"8523866"
"433",2014-04-03 13:40:30,"2162726"
"434",2014-04-03 13:40:30,"2162726"
"435",2014-04-03 13:40:31,"8523816"
"436",2014-04-03 13:40:31,"8523849"
"437",2014-04-03 13:40:34,"2162726"
"438",2014-04-03 13:40:34,"2162726"
"439",2014-04-03 13:40:35,"8523812"
"440",2014-04-03 13:40:35,"8523849"
"441",2014-04-03 13:41:27,"2162726"
"442",2014-04-03 13:41:27,"8523803"
"443",2014-04-03 13:41:27,"8523870"
"444",2014-04-03 13:41:28,"2162726"
"445",2014-04-03 13:41:28,"8523803"
"446",2014-04-03 13:41:28,"8523870"
"447",2014-04-03 13:41:28,"2162726"
"448",2014-04-03 13:41:28,"2162726"
"449",2014-04-03 13:41:28,"2162726"
"450",2014-04-03 13:41:28,"2162726"
"451",2014-04-03 13:41:28,"8523816"
"452",2014-04-03 13:41:28,"8523849"
"453",2014-04-03 13:41:28,"8523866"
"454",2014-04-03 13:41:29,"8523816"
"455",2014-04-03 13:41:29,"8523849"
"456",2014-04-03 13:41:29,"8523866"
"457",2014-04-03 13:41:29,"8523816"
"458",2014-04-03 13:41:29,"8523849"
"459",2014-04-03 13:42:11,"2162726"
"460",2014-04-03 13:42:11,"8523803"
"461",2014-04-03 13:42:11,"8523870"
"462",2014-04-03 13:42:12,"2162726"
"463",2014-04-03 13:42:12,"8523816"
"464",2014-04-03 13:42:12,"8523849"
"465",2014-04-03 13:42:12,"8523866"
"466",2014-04-03 13:42:37,"1116676"
"467",2014-04-03 13:42:37,"1116676"
"468",2014-04-03 13:42:37,"1116676"
"469",2014-04-03 13:42:37,"1116676"
"470",2014-04-03 13:42:40,"2162726"
"471",2014-04-03 13:42:40,"8523803"
"472",2014-04-03 13:42:40,"8523870"
"473",2014-04-03 13:42:41,"2162726"
"474",2014-04-03 13:42:41,"8523816"
"475",2014-04-03 13:42:41,"8523849"
"476",2014-04-03 13:42:41,"8523866"
"477",2014-04-03 13:42:54,"2162726"
"478",2014-04-03 13:42:54,"8523803"
"479",2014-04-03 13:42:54,"8523870"
"480",2014-04-03 13:42:55,"2162726"
"481",2014-04-03 13:42:55,"8523816"
"482",2014-04-03 13:42:55,"8523849"
"483",2014-04-03 13:42:55,"8523866"
"484",2014-04-03 13:43:00,"2162726"
"485",2014-04-03 13:43:01,"8523803"
"486",2014-04-03 13:43:01,"8523870"
"487",2014-04-03 13:43:01,"2162726"
"488",2014-04-03 13:43:02,"8523816"
"489",2014-04-03 13:43:02,"8523849"
"490",2014-04-03 13:43:02,"8523866"
"491",2014-04-03 13:43:05,"2162726"
"492",2014-04-03 13:43:05,"2162726"
"493",2014-04-03 13:43:06,"8523816"
"494",2014-04-03 13:43:06,"8523849"
"495",2014-04-03 13:43:27,"2162726"
"496",2014-04-03 13:43:28,"2162726"
"497",2014-04-03 13:43:28,"8523816"
"498",2014-04-03 13:43:28,"8523849"
"499",2014-04-03 13:43:46,"8523803"
"500",2014-04-03 13:43:46,"8523870"
"501",2014-04-03 13:43:47,"2162726"
"502",2014-04-03 13:43:47,"2162726"
"503",2014-04-03 13:43:47,"8523816"
"504",2014-04-03 13:43:47,"8523849"
"505",2014-04-03 13:43:47,"8523866"
"506",2014-04-03 13:43:52,"2162726"
"507",2014-04-03 13:43:53,"2162726"
"508",2014-04-03 13:43:54,"8523816"
"509",2014-04-03 13:43:54,"8523849"
"510",2014-04-03 13:44:11,"2162726"
"511",2014-04-03 13:44:11,"8523803"
"512",2014-04-03 13:44:11,"8523870"
"513",2014-04-03 13:44:11,"2162726"
"514",2014-04-03 13:44:12,"8523816"
"515",2014-04-03 13:44:12,"8523849"
"516",2014-04-03 13:44:12,"8523866"
"517",2014-04-03 13:44:30,"2162726"
"518",2014-04-03 13:44:30,"8523803"
"519",2014-04-03 13:44:30,"8523870"
"520",2014-04-03 13:44:31,"2162726"
"521",2014-04-03 13:44:31,"8523816"
"522",2014-04-03 13:44:31,"8523849"
"523",2014-04-03 13:44:31,"8523866"
"524",2014-04-03 13:44:47,"2162726"
"525",2014-04-03 13:44:47,"8523803"
"526",2014-04-03 13:44:47,"8523870"
"527",2014-04-03 13:44:47,"2162726"
"528",2014-04-03 13:44:48,"8523816"
"529",2014-04-03 13:44:48,"8523849"
"530",2014-04-03 13:44:48,"8523866"
"531",2014-04-03 13:44:52,"2162726"
"532",2014-04-03 13:44:52,"8523803"
"533",2014-04-03 13:44:52,"8523870"
"534",2014-04-03 13:44:52,"2162726"
"535",2014-04-03 13:44:53,"8523816"
"536",2014-04-03 13:44:53,"8523849"
"537",2014-04-03 13:44:53,"8523866"
"538",2014-04-03 13:44:59,"2162726"
"539",2014-04-03 13:45:00,"2162726"
"540",2014-04-03 13:45:01,"8523816"
"541",2014-04-03 13:45:01,"8523849"
"542",2014-04-03 13:45:35,"8523803"
"543",2014-04-03 13:45:35,"8523870"
"544",2014-04-03 13:45:36,"2162726"
"545",2014-04-03 13:45:36,"2162726"
"546",2014-04-03 13:45:36,"8523816"
"547",2014-04-03 13:45:36,"8523849"
"548",2014-04-03 13:45:36,"8523866"
"549",2014-04-03 13:53:09,"8523798"
"550",2014-04-03 13:53:09,"8523798"
"551",2014-04-03 13:53:09,"8523798"
"552",2014-04-03 13:53:09,"8523798"
"553",2014-04-03 13:53:09,"8523798"
"554",2014-04-03 13:53:09,"8523798"
"555",2014-04-03 13:53:09,"8523798"
"556",2014-04-03 13:53:10,"8523798"
"557",2014-04-03 13:53:10,"8523798"
"558",2014-04-03 13:53:10,"8523798"
"559",2014-04-03 13:53:10,"8523798"
"560",2014-04-03 13:53:10,"8523798"
"561",2014-04-03 13:53:10,"8523798"
"562",2014-04-03 13:53:10,"8523798"
"563",2014-04-03 13:53:10,"8523798"
"564",2014-04-03 13:53:10,"8523798"
"565",2014-04-03 13:53:10,"8523798"
"566",2014-04-03 13:53:10,"8523798"
"567",2014-04-03 13:53:10,"8523798"
"568",2014-04-03 13:53:10,"8523798"
"569",2014-04-03 13:53:10,"8523798"
"570",2014-04-03 13:53:10,"8523798"
"571",2014-04-03 14:28:40,"62324754"
"572",2014-04-03 14:28:54,"62324754"
"573",2014-04-03 14:31:34,"62324755"
"574",2014-04-03 14:31:48,"62324755"
"575",2014-04-03 15:25:07,"62324754"
"576",2014-04-03 15:28:01,"62324755"
"577",2014-04-03 16:49:20,"2162726"
"578",2014-04-03 16:49:20,"2162726"
"579",2014-04-03 16:49:21,"8523816"
"580",2014-04-03 16:49:21,"8523849"
"581",2014-04-03 16:49:21,"2162726"
"582",2014-04-03 16:49:21,"2162714"
"583",2014-04-03 16:49:22,"2162726"
"584",2014-04-03 16:49:41,"8523778"
"585",2014-04-03 16:51:31,"2162726"
"586",2014-04-03 16:51:32,"2162726"
"587",2014-04-03 16:51:32,"8523812"
"588",2014-04-03 16:51:32,"8523849"
"589",2014-04-03 16:51:32,"2162726"
"590",2014-04-03 16:51:33,"2162714"
"591",2014-04-03 16:51:33,"2162726"
"592",2014-04-03 16:51:42,"2162726"
"593",2014-04-03 16:51:42,"8523803"
"594",2014-04-03 16:51:42,"8523870"
"595",2014-04-03 16:51:43,"2162726"
"596",2014-04-03 16:51:43,"8523849"
"597",2014-04-03 16:51:43,"8523866"
"598",2014-04-03 16:51:52,"8523778"
"599",2014-04-03 16:53:47,"2162726"
"600",2014-04-03 16:53:47,"2162726"
"601",2014-04-03 16:53:48,"8523812"
"602",2014-04-03 16:53:48,"8523849"
"603",2014-04-03 16:53:48,"2162726"
"604",2014-04-03 16:53:49,"2162714"
"605",2014-04-03 16:53:49,"2162726"
"606",2014-04-03 16:53:53,"8523803"
"607",2014-04-03 16:53:53,"8523870"
"608",2014-04-03 16:53:53,"2162726"
"609",2014-04-03 16:53:53,"2162726"
"610",2014-04-03 16:53:54,"8523849"
"611",2014-04-03 16:53:54,"8523866"
"612",2014-04-03 16:54:08,"8523778"
"613",2014-04-03 16:56:09,"8523803"
"614",2014-04-03 16:56:09,"8523870"
"615",2014-04-03 16:56:09,"2162726"
"616",2014-04-03 16:56:10,"2162726"
"617",2014-04-03 16:56:10,"8523849"
"618",2014-04-03 16:56:10,"8523866"
"619",2014-04-03 16:57:04,"2162726"
"620",2014-04-03 16:57:05,"2162726"
"621",2014-04-03 16:57:06,"8523816"
"622",2014-04-03 16:57:06,"8523849"
"623",2014-04-03 16:57:06,"2162726"
"624",2014-04-03 16:57:06,"2162714"
"625",2014-04-03 16:57:07,"2162726"
"626",2014-04-03 16:57:26,"8523778"
"627",2014-04-03 16:57:27,"2162726"
"628",2014-04-03 16:57:27,"2162726"
"629",2014-04-03 16:57:28,"8523816"
"630",2014-04-03 16:57:28,"8523849"
"631",2014-04-03 16:57:28,"2162726"
"632",2014-04-03 16:57:28,"2162714"
"633",2014-04-03 16:57:29,"2162726"
"634",2014-04-03 16:57:48,"8523778"
"635",2014-04-03 16:59:27,"8523803"
"636",2014-04-03 16:59:27,"8523870"
"637",2014-04-03 16:59:27,"2162726"
